Name,Description,Category,Address,Latitude,Longitude,Icon Color,Google Maps URL,Operating Hours,Admission Fee,Ratings,Notes,Type
Turnout,N/A,N/A,Mapleton,46.877854,-97.087888,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Oriska,46.919493,-97.750667,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Jamestown,46.892987,-98.804099,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Medina,46.874272,-99.439985,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Bismarck,46.837871,-100.583641,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,New Salem,46.862559,-101.590801,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Wibaux,46.990292,-104.179287,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Hathaway,46.269031,-106.306355,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Hysham,46.219206,-107.251052,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Custer,46.089937,-107.660189,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Okemos,42.677244,-84.405327,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Portland,42.84908,-84.855165,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Fruitport,43.093473,-86.097551,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Saugatuck,42.705708,-86.167978,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,King of Prussia,40.089927,-75.371048,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Missouri Valley,41.49875,-95.795795,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Missouri Valley,41.496071,-95.866367,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Longwood,28.724718,-81.373653,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Polk City,28.167614,-81.770875,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Sentinel,32.849591,-113.264884,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Mohawk,32.730131,-113.717141,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,El Centro,32.773595,-115.669846,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Lake City,30.253744,-82.402639,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Lake City,30.27421,-82.799839,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Lee,30.367609,-83.249297,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Monticello,30.444501,-83.733913,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Tallahassee,30.483755,-84.388752,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Cottondale,30.755512,-85.328342,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Crestview,30.7262,-86.5066,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Milton,30.610061,-86.978137,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Pensacola,30.543972,-87.350388,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Grand Bay,30.47726,-88.388554,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Gautier,30.436991,-88.622187,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Vinton,30.137338,-93.678945,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Winnie,29.837321,-94.608168,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Columbus,29.693005,-96.609834,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Seguin,29.614964,-97.799654,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Kerrville,30.052787,-99.027434,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Sonora,30.615253,-100.746426,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Bakersfield,30.86177,-102.082844,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Fort Stockton,30.938178,-103.310919,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Van Horn,31.042859,-104.754147,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Fabens,31.506239,-106.121378,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Anthony,31.982398,-106.584122,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Las Cruces,32.281414,-106.866705,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Deming,32.202904,-108.248525,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,San Simon,32.236048,-109.089598,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Dragoon,32.059952,-110.076294,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Sacaton,33.042324,-111.784886,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Tonopah,33.51991,-113.070256,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Salome,33.611983,-113.645963,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Quartzsite,33.618335,-114.452768,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Indio,33.677947,-115.965407,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Whitewater,33.92142,-116.663922,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Redlands,34.012327,-117.076957,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Dublin,32.50831,-83.048168,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Lugoff,34.199356,-80.662401,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,North Augusta,33.534857,-82.004592,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Harlem,33.497983,-82.335815,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Rutledge,33.602364,-83.662364,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Tallapoosa,33.677783,-85.320216,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Cottondale,33.188755,-87.325036,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Eutaw,32.844543,-87.952006,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Forest,32.323732,-89.441745,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Choudrant,32.531594,-92.473456,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Greenwood,32.450663,-94.001136,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Van,32.513859,-95.686275,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Ranger,32.456949,-98.644783,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Abilene,32.427721,-99.581452,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Trent,32.486555,-100.209578,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Coahoma,32.300595,-101.259906,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Pyote,31.538241,-103.067157,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Chattanooga,34.993409,-85.399285,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Jasper,35.023998,-85.559099,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Monteagle,35.24273,-85.858874,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Clarksville,36.636194,-87.334816,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Ladson,32.98946,-80.085595,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Orangeburg,33.500952,-80.77122,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Gaston,33.838841,-81.023553,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Kinards,34.4126,-81.706868,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Landrum,35.165878,-82.132749,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Fletcher,35.426304,-82.529591,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Mars Hill,35.874066,-82.544752,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Gurdon,33.929319,-93.25968,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Texarkana,33.51692,-93.936351,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Cumby,33.130387,-95.815236,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Benson,35.435486,-78.534547,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Clemmons,35.987894,-80.488059,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Claremont,35.725295,-81.127115,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Marion,35.639235,-82.018765,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Waterville Lake,35.70321,-83.040988,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Dandridge,36.05182,-83.411397,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Crab Orchard,35.9462,-84.944383,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Dickson,36.011032,-87.378662,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Holladay,35.870259,-88.02166,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Jackson,35.623702,-88.977279,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Forrest City,34.998184,-90.86409,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,White River,34.835591,-91.468312,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Knoxville,35.367582,-93.345213,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Ozark,35.520268,-93.85158,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Van Buren,35.458834,-94.398593,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Sallisaw,35.406774,-94.681341,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Erick,35.227537,-99.828431,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Alanreed,35.179042,-100.830084,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Newkirk,35.068035,-104.238607,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Santa Rosa,34.980544,-105.085957,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Moriarty,35.004536,-105.851188,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Gallup,35.397407,-109.004407,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Winslow,35.104696,-111.004952,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Yucca,34.831103,-114.143797,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Essex,34.808178,-115.219012,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Newberry Springs,34.80012,-116.524862,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Saint Clair,38.315563,-91.048259,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Rolla,37.944713,-91.909799,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Conway,37.47283,-92.856783,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Mount Vernon,37.138349,-93.722708,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Joplin,37.002937,-94.584136,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Vinita,36.622521,-95.147401,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Chandler,35.719373,-96.880451,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,New Kent,37.496891,-77.043425,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Goochland,37.700143,-77.749124,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Afton,38.045354,-78.764661,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Covington,37.810386,-80.188933,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Burnwell,38.068449,-81.38093,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Hurricane,38.449188,-81.997891,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Huntington,38.392278,-82.422321,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Grayson,38.356655,-82.898626,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Morehead,38.236366,-83.438658,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Winchester,38.020582,-84.14072,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Midway,38.168888,-84.766263,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Shelbyville,38.204115,-85.329382,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Dale,38.194368,-86.948782,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Griffin,38.193729,-87.85924,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Mount Vernon,38.273569,-88.849578,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Mascoutah,38.548567,-89.773042,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Manassas,38.808068,-77.494056,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Hancock,39.71585,-78.280976,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Friendsville,39.676958,-79.375492,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Myersville,39.528275,-77.604031,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Emmaville,39.921228,-78.235475,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Bedford,40.030199,-78.493432,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Somerset,39.999261,-79.046414,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Claysville,40.115963,-80.441195,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Belmont,40.063546,-81.014219,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Cambridge,40.039323,-81.39372,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Buckeye Lake,39.945718,-82.452535,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Springfield,39.940139,-83.531823,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,New Paris,39.827954,-84.760833,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Greenfield,39.824643,-85.703886,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Plainfield,39.65222,-86.396864,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,West Terre Haute,39.441711,-87.500439,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Altamont,39.065484,-88.674207,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Highland,38.785202,-89.703147,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Wright City,38.827003,-91.054093,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Boonville,38.936023,-92.72593,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Concordia,38.992719,-93.586738,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Paxico,39.059099,-96.120992,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Manhattan,39.06522,-96.614359,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Solomon,38.926014,-97.394571,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Ellsworth,38.855564,-98.124151,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Ogallah,38.998356,-99.805066,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Grainfield,39.099096,-100.42859,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Colby,39.365133,-101.155623,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Goodland,39.327979,-101.902753,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Glenwood Springs,39.589342,-107.19036,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Crescent Junction,38.938484,-109.827442,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Green River,38.932527,-110.472395,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Emery,38.862484,-110.812332,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Emery,38.849169,-110.925744,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Emery,38.828825,-111.114637,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Argenta,39.992367,-88.782905,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Lizton,39.899827,-86.55486,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Covington,40.116524,-87.504893,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Farmer City,40.273236,-88.67622,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Congerville,40.612341,-89.245074,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Gilson,40.878253,-90.092552,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Alpha,41.233781,-90.332777,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Wayne,40.083221,-75.439922,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Bowmansville,40.202419,-76.015566,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Middletown,40.209962,-76.743319,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Plainfield,40.205307,-77.287696,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Verona,40.521182,-79.813902,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Petersburg,40.938806,-80.587123,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Ravenna,41.104344,-81.112961,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Columbia,40.926984,-75.039602,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Scotrun,41.064173,-75.35973,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,White Haven,41.055752,-75.822087,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Mifflinville,41.007482,-76.251058,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Danville,40.990605,-76.7394,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Carroll,41.049617,-77.152388,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Snow Shoe,41.014599,-77.955806,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Emerickville,41.140614,-78.955485,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Barkeyville,41.202087,-79.956424,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,West Middlesex,41.181303,-80.502201,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Windham,41.242536,-81.177827,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Broadview Heights,41.291612,-81.675789,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Amherst,41.377522,-82.225091,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Fremont,41.367844,-82.958857,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Genoa,41.489905,-83.369436,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,West Unity,41.603486,-84.407646,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Howe,41.745223,-85.329333,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Elkhart,41.731451,-86.004837,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Rolling Prairie,41.705899,-86.62142,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Portage,41.587012,-87.217396,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Minooka,41.431351,-88.345285,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Princeton,41.393801,-89.566444,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Rapids City,41.570766,-90.363902,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Davenport,41.595896,-90.491072,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
