Name,Description,Category,Address,Latitude,Longitude,Icon Color,Google Maps URL,Operating Hours,Admission Fee,Ratings,Notes,Type
Welcome Center,N/A,N/A,Miami,36.875383,-94.846042,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Vinita,36.623967,-95.148464,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Stroud,35.7519,-96.689506,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Chickasha,35.082074,-97.889129,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Walters,34.370398,-98.409565,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,New Kent,37.499182,-77.043407,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Goochland,37.705506,-77.76326,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Charlottesville,38.034684,-78.628314,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,White Sulphur Springs,37.785979,-80.30046,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Burnwell,38.102196,-81.383019,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Hurricane,38.449386,-82.000616,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Grayson,38.35229,-82.911606,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Morehead,38.230633,-83.443558,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Midway,38.170284,-84.765975,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Dale,38.197146,-86.947644,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Grayville,38.232187,-87.989502,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Mount Vernon,38.276234,-88.801318,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Mascoutah,38.548846,-89.763218,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Manassas,38.809126,-77.49429,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Hancock,39.718119,-78.280284,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Bruceton Mills,39.66393,-79.495197,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Myersville,39.52527,-77.600688,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Warfordsburg,39.736821,-78.181031,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Bedford,40.030632,-78.491897,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Somerset,40.000161,-79.044351,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,New Stanton,40.20611,-79.566247,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Valley Grove,40.091527,-80.536198,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Belmont,40.064571,-81.011096,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Zanesville,39.973482,-81.859236,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Buckeye Lake,39.947345,-82.452937,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Springfield,39.941707,-83.532702,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,New Paris,39.829267,-84.759273,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Centerville,39.860318,-85.026076,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Greenfield,39.826332,-85.703949,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Plainfield,39.654029,-86.40063,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Marshall,39.422777,-87.661278,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Altamont,39.067758,-88.670429,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Highland,38.788371,-89.687751,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Wright City,38.829076,-91.050168,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Boonville,38.938065,-92.729241,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Concordia,38.994383,-93.586771,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Lawrence,39.019812,-95.135623,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Topeka,39.019547,-95.508804,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Paxico,39.060267,-96.12134,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Manhattan,39.066923,-96.622324,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Solomon,38.927414,-97.394341,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Ellsworth,38.857103,-98.133394,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Ogallah,38.996363,-99.789043,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Grainfield,39.099969,-100.426172,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Colby,39.36643,-101.149966,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Goodland,39.329937,-101.915756,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Burlington,39.29649,-102.266127,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Harley Dome,39.188958,-109.116612,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Thompson,38.951967,-109.685494,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Green River,38.920944,-110.431061,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Green River,38.939745,-110.482009,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Emery,38.864002,-110.813098,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Emery,38.832705,-111.112282,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Argenta,39.988812,-88.787641,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Batesville,39.289012,-85.168744,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Lizton,39.901372,-86.554256,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Oakwood,40.129712,-87.744199,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Farmer City,40.271109,-88.670026,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Congerville,40.611396,-89.232609,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Gilson,40.880146,-90.089174,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Alpha,41.213966,-90.330971,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,King of Prussia,40.089701,-75.371165,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Glenmoore,40.121835,-75.776465,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Hershey,40.208107,-76.574378,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Newburg,40.165929,-77.596977,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Harrisonville,40.058987,-78.081651,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Petersburg,40.940465,-80.585937,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Ravenna,41.105776,-81.113349,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Easton,40.675272,-75.201383,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Columbia,40.970209,-75.128363,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Mifflinville,41.009974,-76.248442,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Danville,40.990653,-76.725345,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Carroll,41.052202,-77.158578,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Snow Shoe,41.019297,-77.953152,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Emerickville,41.149011,-78.94145,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Barkeyville,41.202522,-79.945539,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Windham,41.244576,-81.175848,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Broadview Heights,41.292371,-81.67124,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Amherst,41.379787,-82.222572,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Fremont,41.369144,-82.956234,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Genoa,41.490829,-83.367794,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,West Unity,41.605494,-84.407547,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Howe,41.746721,-85.328704,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Elkhart,41.733046,-86.005022,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Rolling Prairie,41.706912,-86.623179,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Portage,41.588713,-87.216729,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Minooka,41.44715,-88.32837,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Princeton,41.393607,-89.55926,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Davenport,41.597451,-90.478979,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Wilton,41.642015,-91.054416,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Tiffin,41.694967,-91.680127,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Victor,41.696488,-92.231831,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Grinnell,41.696019,-92.772511,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Mitchellville,41.681055,-93.390032,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Adair,41.49726,-94.572541,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Underwood,41.403816,-95.658701,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Gretna,41.084228,-96.275475,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Seward,40.822921,-97.170871,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,York,40.822601,-97.557027,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Grand Island,40.821634,-98.295317,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Kearney,40.670804,-99.121655,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Cozad,40.811521,-99.900718,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Brady,41.034618,-100.466154,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Sutherland,41.141214,-101.090085,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Ogallala,41.119769,-101.603841,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Sidney,41.113734,-102.924693,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Rock Springs,41.642109,-108.532305,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Echo,40.989612,-111.405872,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Grantsville,40.762177,-113.010297,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Wendover,40.740414,-113.851907,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Beowawe,40.679686,-116.473209,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Wadsworth,39.603003,-119.33669,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Truckee,39.342623,-120.340175,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Vallejo,38.151805,-122.217265,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Yakima,46.711384,-120.415864,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,West Willington,41.893889,-72.296969,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Stormville,41.548111,-73.723294,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Wallkill,41.478962,-74.297336,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Greentown,41.35898,-75.220188,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Morgan,41.138302,-111.796879,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Stone,42.072758,-112.905111,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Declo,42.505039,-113.407566,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Bliss,42.939822,-115.073186,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Boise,43.479549,-116.106674,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Ontario,44.016257,-116.943944,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Baker City,44.91403,-117.819087,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,La Grande,45.235574,-118.012067,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Stanfield,45.771921,-119.251049,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Boardman,45.832911,-119.768478,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Mosier,45.695677,-121.338376,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Hood River,45.703997,-121.476678,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,East Branch,41.993595,-75.160797,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Owego,42.086556,-76.279935,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Bath,42.372111,-77.353556,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Allegany,42.096063,-78.535819,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,American Falls,42.697134,-112.95834,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,East Worcester,42.608848,-74.685294,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,DeKalb,41.900182,-88.739259,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Framingham,42.312276,-71.42843,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Westborough,42.245366,-71.592017,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Charlton,42.156367,-71.964105,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Ludlow,42.170912,-72.455686,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Blandford,42.195333,-72.932548,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Lee,42.298397,-73.27426,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Amsterdam,42.896728,-74.096821,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Fultonville,42.91624,-74.44577,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Little Falls,43.017056,-74.802636,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Frankfort,43.076284,-75.102939,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Canastota,43.096045,-75.841601,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Warners,43.09204,-76.319328,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Phelps,42.959158,-76.917782,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Victor,42.999013,-77.413249,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Le Roy,43.030848,-77.906547,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Clarence,42.952661,-78.602725,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Angola,42.635695,-78.989117,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,North East,42.248824,-79.767501,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Conneaut,41.925152,-80.551081,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Mentor,41.655072,-81.283502,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Des Plaines,42.015668,-87.926029,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Belvidere,42.233626,-88.834562,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Lyndon Station,43.750844,-89.949061,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Sparta,43.910222,-90.880831,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,La Crescent,43.859475,-91.304506,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Eyota,43.956257,-92.284993,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Albert Lea,43.660894,-93.114112,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Blue Earth,43.663539,-94.117221,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Jackson,43.640451,-95.02071,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Adrian,43.638328,-95.966765,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Valley Springs,43.61014,-96.4613,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Salem,43.667133,-97.415223,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,White Lake,43.709342,-98.616143,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Chamberlain,43.786153,-99.339461,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Presho,43.898814,-100.14739,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Belvidere,43.853381,-101.204014,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Wasta,44.064675,-102.434631,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Hardin,45.780471,-108.000459,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Columbus,45.60054,-109.066058,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Greycliff,45.735742,-109.756769,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Bearmouth,46.703166,-113.345633,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Superior,47.073695,-114.764884,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Saltese,47.419502,-115.624881,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Post Falls,47.710172,-116.866492,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Sprague,47.295924,-118.032102,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Schrag,47.087108,-118.845477,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Moses Lake,47.104295,-119.615411,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Ellensburg,46.947269,-120.209264,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Cle Elum,47.161396,-120.842909,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Richmond,42.743085,-82.720054,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Belleville,42.220339,-83.519626,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Grass Lake,42.293062,-84.215091,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Marshall,42.283547,-84.913752,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Galesburg,42.271794,-85.442886,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Watervliet,42.181309,-86.239952,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Michigan City,41.735313,-86.793565,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Service Plaza,N/A,N/A,Lake Forest,42.252947,-87.901358,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Johnson Creek,43.087323,-88.823486,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Black River Falls,44.247227,-90.737999,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Menomonie,44.90841,-91.908833,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Welcome Center,N/A,N/A,Lakeland,44.951269,-92.820548,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Clearwater,45.418633,-94.072129,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Avon,45.604401,-94.476704,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Alexandria,45.837239,-95.344195,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
Rest Area,N/A,N/A,Dalton,46.132792,-95.922238,N/A,interstaterestareas.com,N/A,N/A,N/A,N/A,Rest Area
